IP,Time,URL,Staus
10.131.2.1,[29/Nov/2017:13:51:40,GET /logout.php HTTP/1.1,302
10.129.2.1,[29/Nov/2017:13:51:41,GET /login.php HTTP/1.1,200
10.129.2.1,[29/Nov/2017:13:51:44,POST /process.php HTTP/1.1,302
10.131.2.1,[29/Nov/2017:13:51:44,GET /home.php HTTP/1.1,200
10.131.2.1,[29/Nov/2017:13:51:46,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.131.2.1,[29/Nov/2017:13:51:49,GET /details.php?id=44 HTTP/1.1,200
10.128.2.1,[29/Nov/2017:13:57:04,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.131.2.1,[29/Nov/2017:14:04:57,GET /details.php?id=44 HTTP/1.1,200
10.131.2.1,[29/Nov/2017:14:05:10,GET /contest.php HTTP/1.1,200
10.131.2.1,[29/Nov/2017:14:05:12,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.131.2.1,[29/Nov/2017:14:05:16,GET /details.php?id=46 HTTP/1.1,200
10.131.2.1,[29/Nov/2017:14:05:22,GET /contest.php HTTP/1.1,200
10.131.2.1,[29/Nov/2017:14:05:24,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.131.2.1,[29/Nov/2017:14:05:28,GET /details.php?id=42 HTTP/1.1,200
10.131.2.1,[29/Nov/2017:14:05:35,GET /contest.php HTTP/1.1,200
10.131.2.1,[29/Nov/2017:14:05:37,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.131.2.1,[29/Nov/2017:14:06:05,GET /details.php?id=45 HTTP/1.1,200
10.128.2.1,[29/Nov/2017:14:06:10,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.131.0.1,[29/Nov/2017:14:31:33,GET / HTTP/1.1,200
10.131.2.1,[29/Nov/2017:14:33:21,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.131.2.1,[29/Nov/2017:14:33:22,GET /css/bootstrap.min.css HTTP/1.1,304
10.128.2.1,[29/Nov/2017:14:33:22,GET /css/font-awesome.min.css HTTP/1.1,304
10.131.0.1,[29/Nov/2017:14:33:22,GET /css/normalize.css HTTP/1.1,304
10.131.2.1,[29/Nov/2017:14:33:22,GET /css/main.css HTTP/1.1,304
10.131.0.1,[29/Nov/2017:14:33:22,GET /css/style.css HTTP/1.1,304
10.128.2.1,[29/Nov/2017:14:33:23,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,304
10.131.2.1,[29/Nov/2017:14:33:23,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,304
10.131.2.1,[29/Nov/2017:14:33:23,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,304
10.128.2.1,[29/Nov/2017:14:33:23,GET /js/vendor/moment.min.js HTTP/1.1,304
10.131.2.1,[29/Nov/2017:14:33:26,GET / HTTP/1.1,200
10.130.2.1,[29/Nov/2017:14:38:07,GET /compiler.php HTTP/1.1,200
10.130.2.1,[29/Nov/2017:14:38:08,GET /home.php HTTP/1.1,200
10.130.2.1,[29/Nov/2017:14:38:09,GET /bootstrap-3.3.7/js/bootstrap.js HTTP/1.1,304
10.130.2.1,[29/Nov/2017:14:38:13,GET /compiler.php HTTP/1.1,200
10.128.2.1,[29/Nov/2017:14:38:40,GET /contest.php HTTP/1.1,200
10.128.2.1,[29/Nov/2017:14:38:43,GET /home.php HTTP/1.1,200
10.129.2.1,[29/Nov/2017:14:52:51,GET /home.php HTTP/1.1,200
10.129.2.1,[29/Nov/2017:14:53:22,GET /compiler.php HTTP/1.1,200
10.129.2.1,[29/Nov/2017:14:53:24,GET /home.php HTTP/1.1,200
10.131.0.1,[29/Nov/2017:14:54:55,GET /home.php HTTP/1.1,200
10.128.2.1,[29/Nov/2017:14:55:46,GET /home.php HTTP/1.1,200
10.128.2.1,[29/Nov/2017:14:55:53,GET /contestproblem.php?name=RUET%20OJ%20TLE%20Testing%20Contest HTTP/1.1,200
10.128.2.1,[29/Nov/2017:14:55:56,GET /home.php HTTP/1.1,200
10.128.2.1,[29/Nov/2017:14:56:00,GET /contest.php HTTP/1.1,200
10.128.2.1,[29/Nov/2017:14:56:04,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.128.2.1,[29/Nov/2017:14:56:08,GET /logout.php HTTP/1.1,302
10.129.2.1,[29/Nov/2017:14:56:08,GET /login.php HTTP/1.1,200
10.129.2.1,[29/Nov/2017:14:56:17,POST /process.php HTTP/1.1,302
10.129.2.1,[29/Nov/2017:14:56:18,GET /home.php HTTP/1.1,200
10.131.0.1,[29/Nov/2017:15:00:05,GET /contest.php HTTP/1.1,200
10.131.2.1,[29/Nov/2017:15:00:53,GET / HTTP/1.1,200
10.131.2.1,[29/Nov/2017:15:00:53,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,304
10.131.2.1,[29/Nov/2017:15:00:55,GET /contest.php HTTP/1.1,200
10.131.2.1,[29/Nov/2017:15:01:00,GET /home.php HTTP/1.1,200
10.130.2.1,[29/Nov/2017:15:01:04,GET /contest.php HTTP/1.1,200
